Tipo esercizio storico,Insegna,Tipo via,Nome via,Civico,Codice via,ZD,Forma commercio,Forma commercio prev,Forma vendita,Settore storico,Superficie somministrazione,Isolato,Accesso
genere merceol.autorizz.sanit.,,VIA,ALBANI FRANCESCO,71,6399,8,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,40,,
bar-caffe',,VIA,ALBERTI LEON BATTISTA,10,7167,8,somministrazione,somministrazione,misto,"bar-caffe';bar gastronomici e simili;wine,birr.,pub enot.,caff.,the",111,,
tavola fredda,,VIA,ALBERTINELLI MARIOTTO,9,6561,7,somministrazione,somministrazione,misto,tavola fredda;bar gastronomici e simili;bar-caffe',87,,
bar gastronomici e simili,,VIA,ALBRICCI ALBERICO,2,337,1,somministrazione,somministrazione,misto,bar gastronomici e simili,52,,
bar gastronomici e simili,,VIA,ALEARDI ALEARDO,2,7209,8,somministrazione,somministrazione,misto,bar gastronomici e simili,70,,
genere merceol.autorizz.sanit.,,VIA,ALSERIO,19,1153,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda;bar-caffe',52,,
"ristorante, trattoria, osteria",,VIA,ALSERIO,22,1153,9,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;ristorante",127,,
bar gastronomici e simili,,VIA,ALSERIO,3,1153,9,somministrazione,somministrazione,misto,bar gastronomici e simili;disco-piano-americ.bar serali;bar-caffe',86,,
genere merceol.autorizz.sanit.,,VIA,ALSERIO,3,1153,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;cibi cotti preconfezionati;bar-caffe',48,,
pizzeria,,VIA,ALSERIO,9,1153,9,somministrazione,somministrazione,misto,"pizzeria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;ristorante;bar-caffe'",274,,
bar gastronomici e simili,,VIA,AMEDEO D'AOSTA,3,2095,3,somministrazione,somministrazione,misto,bar gastronomici e simili,50,,
"ristorante, trattoria, osteria",,VIA,AMPERE ANDREA MARIA,123,2428,3,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.;ristorante",25,,
bar-caffe',,VIA,ANDREOLI DON GIUSEPPE,20,1467,9,somministrazione,somministrazione,misto,bar-caffe',86,,
bar-caffe',,VIA,ANDREOLI DON GIUSEPPE,27,1467,9,somministrazione,somministrazione,misto,"bar-caffe';bar pasticc.gelat.crem.creper.;ristorante;ristorante, trattoria, osteria",69,,
bar gastronomici e simili,,VIA,ANFOSSI AUGUSTO,2,3071,4,somministrazione,somministrazione,misto,"bar gastronomici e simili;ristorante, trattoria, osteria",57,,
tavola fredda,,VIA,ANFOSSI AUGUSTO,5,3071,4,somministrazione,somministrazione,misto,tavola fredda;bar-caffe',26,,
bar gastronomici e simili,,VIA,ANGELO DELLA PERGOLA,7,1137,9,somministrazione,somministrazione,misto,"bar gastronomici e simili;bar-caffe';wine,birr.,pub enot.,caff.,the",32,,
genere merceol.autorizz.sanit.,,VIA,ANGUISSOLA SOFONISBA,31,6609,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,60,,
genere merceol.autorizz.sanit.,,VIA,ANSELMO DA BAGGIO,63,6782,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,86,,
pizzeria,,VIA,APPENNINI,077/a,7514,8,somministrazione,somministrazione,misto,pizzeria,22,,
genere merceol.autorizz.sanit.,,VIA,APPIANI ANDREA,11,1050,1,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';wine,birr.,pub enot.,caff.,the;bar pasticc.gelat.crem.creper.;tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati",32,,
bar-caffe',,VIA,APPIANI ANDREA,15,1050,1,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,31,,
bar-caffe',,VIA,ARBE,47,1352,2,somministrazione,somministrazione,misto,bar-caffe';tavola fredda,21,,
"tav.calde,self service,fast f.",,VIA,ARCO,1,714,1,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.;bar-caffe'",59,,
pizzeria,,VIA,ARCONATI COSTANZA,9,3211,4,somministrazione,somministrazione,misto,"pizzeria;tav.calde,self service,fast f.",34,,
genere merceol.autorizz.sanit.,,VIA,ARESE FRANCESCO,20,1186,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;tavola fredda;cibi cotti preconfezionati;bar gastronomici e simili;bar-caffe',69, 211,
tavola calda,,VIA,ARIBERTO DA INTIMIANO,17,5092,1,somministrazione,somministrazione,misto,"tavola calda;ristorante, trattoria, osteria",42,,
genere merceol.autorizz.sanit.,,VIA,ARIBERTO DA INTIMIANO,3,5092,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,28,,
ristorante,,VIA,ARIMONDI GIUSEPPE,11,7179,8,somministrazione,somministrazione,misto,"ristorante;genere merceol.autorizz.sanit.;bar-caffe';ristorante, trattoria, osteria",89,,
"wine,birr.,pub enot.,caff.,the",,VIA,ARNALDO DA BRESCIA,3,1151,9,somministrazione,somministrazione,misto,"wine,birr.,pub enot.,caff.,the",51,,
bar-caffe',,VIA,ASIAGO,59,2459,2,somministrazione,somministrazione,misto,bar-caffe',103,,
bar-caffe',,VIA,ASTESANI ALESSANDRO,29,1558,9,somministrazione,somministrazione,misto,bar-caffe',114,,
genere merceol.autorizz.sanit.,,VIA,ASTESANI ALESSANDRO,2,1558,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,18,,
tavola fredda,,VIA,ASTESANI ALESSANDRO,41,1558,9,somministrazione,somministrazione,misto,tavola fredda;bar-caffe';genere merceol.autorizz.sanit.,72,,
genere merceol.autorizz.sanit.,,VIA,BAGAROTTI MAFFEO,40,6585,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,55,,
genere merceol.autorizz.sanit.,,VIA,BANDELLO MATTEO,14,6214,1,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;tavola fredda;ristorante;bar-caffe'",57,,
bar-caffe',,VIA,BANFI ANTONIO,2,5404,1,somministrazione,somministrazione,misto,bar-caffe';cibi cotti preconfezionati;tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili,83,,
"ristorante, trattoria, osteria",,VIA,BARACCHINI FLAVIO,9,356,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;ristorante",152,,
bar gastronomici e simili,,VIA,BARONI COSTANTINO,11,5422,5,somministrazione,somministrazione,misto,bar gastronomici e simili;tavola fredda;bar-caffe';genere merceol.autorizz.sanit.;cibi cotti preconfezionati,56,,
bar pasticc.gelat.crem.creper.,,VIA,BARRILI  ANTON GIULIO,24,5324,5,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.,36,,
"ristorante, trattoria, osteria",,VIA,BARTOLINI LORENZO,29,7178,8,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",34,,
pizzeria,,VIA,BASSINI EDOARDO,47,2587,3,somministrazione,somministrazione,misto,pizzeria,14,,
bar-caffe',,VIA,BASSINI EDOARDO,51,2587,3,somministrazione,somministrazione,misto,bar-caffe';bar gastronomici e simili;tavola fredda,35,,
bar-caffe',,VIA,BASSI UGO,30,1143,9,somministrazione,somministrazione,misto,"bar-caffe';tavola fredda;wine,birr.,pub enot.,caff.,the",15,,
bar-caffe',,VIA,BAZZINI ANTONIO,2,2427,3,somministrazione,somministrazione,misto,"bar-caffe';tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;tavola calda",21,,
bar gastronomici e simili,,VIA,BAZZINI ANTONIO,34,2427,3,somministrazione,somministrazione,misto,bar gastronomici e simili,41,,
bar pasticc.gelat.crem.creper.,,VIA,BEATO ANGELICO,25,3204,3,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.;bar-caffe';bar gastronomici e simili,47,,
bar gastronomici e simili,,VIA,BELLEZZA GIOVANNI,12,4067,5,somministrazione,somministrazione,misto,bar gastronomici e simili,33,,
pizzeria,,VIA,BENACO,26,4143,5,somministrazione,somministrazione,misto,pizzeria;bar-caffe',32,,
bar-caffe',,VIA,BENEFATTORI DELL'OSPEDALE,1,1522,9,somministrazione,somministrazione,misto,bar-caffe',49,,
bar-caffe',,VIA,BENGASI,7,2375,2,somministrazione,somministrazione,misto,bar-caffe',59,,
bar-caffe',,VIA,BERGAMO,3,3189,4,somministrazione,somministrazione,misto,"bar-caffe';genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;ristorante",17,,
bar gastronomici e simili,,VIA,BERTANI AGOSTINO,16,7112,1,somministrazione,somministrazione,misto,"bar gastronomici e simili;disco-piano-americ.bar serali;genere merceol.autorizz.sanit.;bar-caffe';wine,birr.,pub enot.,caff.,the;ristorante",38,,
bar-caffe',,VIA,BERTANI AGOSTINO,2,7112,1,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;cibi cotti preconfezionati,55,,
bar gastronomici e simili,,VIA,BERTANI AGOSTINO,2,7112,1,somministrazione,somministrazione,misto,bar gastronomici e simili;bar-caffe',111,,
"ristorante, trattoria, osteria",,VIA,BERTINI GIOVANNI BATTISTA,2,7207,8,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;bar-caffe';cibi cotti preconfezionati;ristorante",122,,
genere merceol.autorizz.sanit.,,VIA,BERUTO CESARE,13,2586,3,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,68,,
"ristorante, trattoria, osteria",,VIA,BESSARIONE,46,4152,4,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;pizzeria;bar-caffe'",26,,
"ristorante, trattoria, osteria",,VIA,BESSARIONE,5,4152,4,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",89,,
bar gastronomici e simili,,VIA,BINDA AMBROGIO,16,5298,6,somministrazione,somministrazione,misto,bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe';tavola fredda,37,,
genere merceol.autorizz.sanit.,,VIA,BISCEGLIE,92,6707,6,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;tav.calde,self service,fast f.;bar-caffe';bar pasticc.gelat.crem.creper.;ristorante, trattoria, osteria;ristorante",179,,
bar-caffe',,VIA,BIXIO NINO,11,3133,3,somministrazione,somministrazione,misto,bar-caffe';cibi cotti preconfezionati;tavola fredda,50,,
bar-caffe',,VIA,BIXIO NINO,1,3133,3,somministrazione,somministrazione,misto,bar-caffe',24,,
pizzeria,,VIA,BIZZONI ACHILLE,7,1359,2,somministrazione,somministrazione,misto,"pizzeria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;ristorante",34,,
bar-caffe',,VIA,BOBBIO,2,5107,6,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;cibi cotti preconfezionati;bar gastronomici e simili;genere merceol.autorizz.sanit.,88,,
genere merceol.autorizz.sanit.,,VIA,BOCCACCIO GIOVANNI,11,6158,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe',47,,
"tav.calde,self service,fast f.",,VIA,BOCCACCIO GIOVANNI,15,6158,1,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.",38,,
"ristorante, trattoria, osteria",,VIA,BOCCACCIO GIOVANNI,4,6158,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",18,,
pizzeria,,VIA,BOIARDO MATTEO MARIA,11,2323,2,somministrazione,somministrazione,misto,pizzeria;bar gastronomici e simili,56,,
spaccio bevande analcoliche,,VIA,BONCOMPAGNI CARLO,12,4182,4,somministrazione,somministrazione,misto,spaccio bevande analcoliche;prodotti di gastronomia,86,,
bar-caffe',,VIA,BONCOMPAGNI CARLO,94,4182,4,somministrazione,somministrazione,misto,"bar-caffe';tavola fredda;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;cucina tipica lombarda;ristorante;pizzeria",108,,
bar-caffe',,VIA,BONFADINI ROMUALDO,116,3341,4,somministrazione,somministrazione,misto,"bar-caffe';ristorante, trattoria, osteria",100,,
genere merceol.autorizz.sanit.,,VIA,BONO CAIROLI ADELAIDE,22,2332,2,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,85,,
"ristorante, trattoria, osteria",,VIA,BONVESIN DE LA RIVA,9,3087,4,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",115,,
"ristorante, trattoria, osteria",,VIA,BORDIGHERA,15,5265,5,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.;ristorante",418,,
bar-caffe',,VIA,BORGOMAINERIO LUIGI,2,2685,3,somministrazione,somministrazione,misto,bar-caffe';bar gastronomici e simili,45,,
genere merceol.autorizz.sanit.,,VIA,BORSIERI PIETRO,22,1128,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,150,,
pizzeria,,VIA,BORSIERI PIETRO,28,1128,9,somministrazione,somministrazione,misto,pizzeria,20,,
"tav.calde,self service,fast f.",,VIA,BOSCOVICH RUGGERO,31,2131,2,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.;bar gastronomici e simili",35,,
bar-caffe',,VIA,BOSCOVICH RUGGERO,61,2131,3,somministrazione,somministrazione,misto,bar-caffe',43,,
genere merceol.autorizz.sanit.,,VIA,BRAMANTE,22,7123,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,90,,
bar gastronomici e simili,,VIA,BRA',2,2542,3,somministrazione,somministrazione,misto,"bar gastronomici e simili;bar-caffe';wine,birr.,pub enot.,caff.,the;tavola fredda",30,,
tavola fredda,,VIA,BREDA ERNESTO,122,2342,2,somministrazione,somministrazione,misto,tavola fredda;bar gastronomici e simili;bar-caffe',55,,
ristorante,,VIA,BREMBO,23,4219,5,somministrazione,somministrazione,misto,ristorante,86,,
genere merceol.autorizz.sanit.,,VIA,BRERA,29,122,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;bar gastronomici e simili,18,,
genere merceol.autorizz.sanit.,,VIA,BRIOSCHI FRANCESCO,33,5243,5,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;cibi cotti preconfezionati,60,,
genere merceol.autorizz.sanit.,,VIA,BRIOSCHI FRANCESCO,41,5243,5,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,114,,
bar-caffe',,VIA,BROFFERIO ANGELO,1,1465,9,somministrazione,somministrazione,misto,bar-caffe',69,,
bar gastronomici e simili,,VIA,BROGLIO EMILIO,19,1246,9,somministrazione,somministrazione,misto,bar gastronomici e simili,33,,
bar-caffe',,VIA,BROGLIO EMILIO,25,1246,9,somministrazione,somministrazione,misto,"bar-caffe';tavola fredda;ristorante, trattoria, osteria;tavola calda",37,,
tavola fredda,,VIA,BROGLIO EMILIO,28,1246,9,somministrazione,somministrazione,misto,tavola fredda;bar-caffe',43,,
genere merceol.autorizz.sanit.,,VIA,BROLETTO,18,720,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;prodotti di gastronomia;bar gastronomici e simili,60,,
"tav.calde,self service,fast f.",,VIA,BROLETTO,43,720,1,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.;bar-caffe';bar pasticc.gelat.crem.creper.",89,,
cibi cotti preconfezionati,,VIA,BRONZINO,21,2191,3,somministrazione,somministrazione,misto,cibi cotti preconfezionati;bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.;bar pasticc.gelat.crem.creper.;tavola fredda,34,,
bar-caffe',,VIA,BRUNO CASSINARI,11,4386,4,somministrazione,somministrazione,misto,bar-caffe',37,,
pizzeria,,VIA,BRUSCHETTI GIUSEPPE,11,1285,2,somministrazione,somministrazione,misto,"pizzeria;ristorante, trattoria, osteria",79,,
genere merceol.autorizz.sanit.,,VIA,BRUSUGLIO,66,1550,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,68,,
genere merceol.autorizz.sanit.,,VIA,BRUZZESI GIACINTO,25,5388,6,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,24,,
pizzeria,,VIA,BUCCINASCO,45,5362,6,somministrazione,somministrazione,misto,"disco-piano-americ.bar serali;pizzeria;bar-caffe';ristorante, trattoria, osteria",155,,
bar gastronomici e simili,,VIA,BUGATTI ETTORE,1,4353,5,somministrazione,somministrazione,misto,bar gastronomici e simili;bar-caffe';bar pasticc.gelat.crem.creper.,60,,
genere merceol.autorizz.sanit.,,VIA,BUONARROTI MICHELANGELO,11,6253,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,86,,
tavola fredda,,VIA,BUONARROTI MICHELANGELO,15,6253,7,somministrazione,somministrazione,misto,tavola fredda;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe',21,,
"tav.calde,self service,fast f.",,VIA,BURLAMACCHI FRANCESCO,16,4077,4,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.;bar-caffe'",51,,
bar-caffe',,VIA,BUSONI FERRUCCIO,12,3222,4,somministrazione,somministrazione,misto,bar-caffe';pizzeria,86,,
genere merceol.autorizz.sanit.,,VIA,CADIBONA,16,3339,4,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe';tavola fredda;cibi cotti preconfezionati,51,,
"ristorante, trattoria, osteria",,VIA,CADIBONA,1,3339,4,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;trattoria",17,,
"ristorante, trattoria, osteria",,VIA,CADORE,37,3077,4,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria",18,,
bar-caffe',,VIA,CALDERA,21,6302,7,somministrazione,somministrazione,misto,"bar-caffe';bar gastronomici e simili;tav.calde,self service,fast f.",571,,
tavola fredda,,VIA, CAMBIASI POMPEO,014/3,2243,3,somministrazione,somministrazione,misto,tavola fredda;bar-caffe';genere merceol.autorizz.sanit.,155,,
"ristorante, trattoria, osteria",,VIA,CAMINADELLA,2,551,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.;tavola calda",20,,
genere merceol.autorizz.sanit.,,VIA,CANDIANI GIUSEPPE,124,1242,9,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;wine,birr.,pub enot.,caff.,the;bar-caffe';pizzeria",120, 012,
genere merceol.autorizz.sanit.,,VIA,CANDIANI GIUSEPPE,85,1242,9,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,122,,
bar gastronomici e simili,,VIA,CANONICA LUIGI,6,7121,1,somministrazione,somministrazione,misto,bar gastronomici e simili,40,,
bar-caffe',,VIA,CAPECELATRO ALFONSO,23,6575,7,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;bar gastronomici e simili,28,,
genere merceol.autorizz.sanit.,,VIA,CAPECELATRO ALFONSO,61,6575,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,45,,
bar-caffe',,VIA,CAPECELATRO ALFONSO,81,6575,7,somministrazione,somministrazione,misto,bar-caffe';bar pasticc.gelat.crem.creper.;gelateria,14,,
genere merceol.autorizz.sanit.,,VIA,CAPECELATRO ALFONSO,87,6575,7,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.,86,,
bar gastronomici e simili,,VIA,CARADOSSO,18,6161,1,somministrazione,somministrazione,misto,bar gastronomici e simili,36,,
bar pasticc.gelat.crem.creper.,,VIA,CARDINALE MEZZOFANTI,20,3277,4,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.,17,,
bar-caffe',,VIA,CARDINAL FEDERICO,1,577,1,somministrazione,somministrazione,misto,bar-caffe';bar gastronomici e simili;tavola fredda,49,,
bar-caffe',,VIA,CARETTO AMINTO,6,1193,2,somministrazione,somministrazione,misto,bar-caffe',86,,
"wine,birr.,pub enot.,caff.,the",,VIA,CARLI GIAN RINALDO,39,1563,9,somministrazione,somministrazione,misto,"wine,birr.,pub enot.,caff.,the",48,,
pizzeria,,VIA,CARMAGNOLA,13,1129,9,somministrazione,somministrazione,misto,pizzeria;bar-caffe',60,,
bar pasticc.gelat.crem.creper.,,VIA,CARMAGNOLA,8,1129,9,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.;bar-caffe',86,,
bar-caffe',,VIA,CARONCINI ALBERTO,15,4093,4,somministrazione,somministrazione,misto,bar-caffe';tavola fredda,102,,
bar gastronomici e simili,,VIA,CARPI EUGENIO,24,2557,3,somministrazione,somministrazione,misto,bar gastronomici e simili;bar-caffe',48,,
bar-caffe',,VIA,CARROCCIO,3,5094,1,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;cibi cotti preconfezionati;bar gastronomici e simili,174,,
bar gastronomici e simili,,VIA,CASALE,3,5118,6,somministrazione,somministrazione,misto,bar gastronomici e simili,121,,
